x,y,value
26,56,nan
68,81,nan
98,16,0
28,35,-0.2564059347835007
1,41,0
64,90,0
90,21,0
31,78,0
77,41,0
29,61,nan
69,57,nan
94,23,0
73,58,0
83,37,0
46,77,nan
58,17,0
58,4,0
0,27,0
21,67,0
5,73,0
91,82,0
51,63,nan
74,2,0
7,42,nan
11,53,0
27,27,0
88,21,0
51,98,0
62,69,nan
92,61,0
80,38,0
66,82,nan
81,15,0
44,80,nan
4,10,0
39,57,nan
13,23,0
5,54,0
17,6,0
47,34,nan
33,22,nan
90,94,0.5155205520222119
78,83,nan
45,20,0.6718106684823407
92,89,0
75,74,-0.9635016983327609
58,41,nan
42,22,nan
14,30,0
77,15,0
60,39,nan
64,95,0
85,11,0
99,9,0
84,36,0
48,71,nan
65,67,nan
0,21,0
3,94,0
23,15,0
23,3,0
10,25,0
51,1,0
93,87,0
18,26,0
43,91,-0.06587831111355687
72,86,nan
92,50,0
76,71,0.7701498311027762
65,55,nan
44,13,0
36,24,nan
25,12,0
45,22,-0.24998589153569079
90,50,0
64,53,nan
76,78,nan
75,39,0
20,32,0
60,18,0
44,98,0
26,25,0
65,54,nan
67,65,nan
36,44,-0.07519433617901493
33,33,nan
66,52,nan
58,98,0
4,73,0
99,13,0
99,26,0
32,39,1.9511490045039361
1,45,0
55,80,nan
67,5,0
76,1,0
98,9,0
54,1,0
28,70,0.9456674162705394
39,77,1.8914705177843996
98,49,0
67,25,0
99,67,0
67,41,nan
17,93,0
75,89,nan
86,54,0
94,48,0
42,27,nan
85,76,0
7,71,0
28,5,0
93,40,0
24,97,0
55,18,0
45,30,nan
25,45,0
24,50,0
88,51,0
16,71,0
64,12,0
60,34,1.4941277619716136
80,98,0
51,88,nan
47,93,0
80,11,0
30,41,0
73,62,0
10,34,1.3914015584077077
73,44,0
23,56,0
41,12,0
47,38,nan
76,52,0
28,21,1.0084323732487064
93,62,0
4,61,0
27,72,1.2425189432487362
95,11,0
23,9,0
1,1,0
14,48,0
16,21,0
27,36,0
84,35,0
66,1,0
55,72,nan
74,92,-1.7587291607172637
36,27,nan
10,43,nan
79,44,0
42,41,nan
87,96,0
37,69,nan
56,61,nan
36,70,nan
95,78,0
21,13,0
18,14,0
90,59,0
65,4,0
44,89,nan
41,87,nan
16,7,0
57,75,nan
98,42,0
28,93,0
45,92,-1.0206006518610915
87,0,0
64,37,nan
28,43,0
19,29,0
71,83,nan
1,26,0
86,98,0
51,41,nan
63,71,nan
40,41,nan
29,30,-0.40377387752673566
89,7,0
4,4,0
35,17,nan
84,89,0
73,0,0
68,61,nan
0,96,0
57,86,nan
29,39,0
65,56,nan
19,49,0
76,98,0
70,71,nan
36,47,nan
66,91,0
76,26,0
19,0,0
12,79,0
21,75,0
90,88,0
19,75,0
17,24,0
67,29,0
8,73,0
6,31,0
52,23,0
45,98,0
27,1,0
21,66,0
93,42,0
26,88,0
0,92,0
36,29,nan
21,90,0
45,3,0
47,62,nan
73,87,nan
2,62,0
8,85,0
8,76,0
16,84,0
49,46,nan
31,39,1.9106924784615642
62,30,0
75,24,0
29,33,1.5841696066733935
5,23,0
13,9,0
74,30,0
43,8,0
29,91,0
32,6,0
89,40,0
92,17,0
18,70,0
63,76,nan
28,11,-0.8282134718380532
7,59,0
50,63,nan
96,62,0
10,47,0.9858919950329079
54,71,nan
21,41,0
83,61,0
41,55,nan
93,37,0
77,30,0
86,60,0
6,60,0
86,2,0
50,66,nan
43,35,nan
77,72,-0.4322904709344843
86,75,0
87,78,0
1,85,0
77,44,0
95,42,0
46,40,nan
95,25,0
6,39,nan
9,61,0
73,92,-0.12616471538806096
79,43,0
91,25,0
79,86,nan
36,2,0
90,44,0
46,75,nan
90,73,0
37,28,nan
27,46,0
85,72,0
88,6,0
92,79,0
77,51,0
87,49,0
98,74,0
6,16,0
68,70,nan
52,41,nan
13,76,0
5,48,0
64,7,0
34,44,1.012078966742584
60,72,nan
19,36,0
74,59,0
46,39,nan
85,43,0
56,1,0
58,52,nan
11,54,0
40,82,nan
13,19,0
73,28,0
62,90,1.152418638293704
40,60,nan
59,70,nan
65,57,nan
47,31,nan
81,52,0
26,89,0
53,29,0.25101101136536585
1,22,0
70,43,-0.19812899787121874
72,93,0
55,89,nan
51,25,0
27,20,0
24,67,-1.3192954357228377
18,51,0
15,90,0
60,3,0
37,76,1.3083426428171556
41,96,0
47,51,nan
26,8,0
61,54,nan
19,45,0
99,15,0
37,65,nan
38,67,nan
91,81,0
97,4,0
73,11,0
79,72,0
7,79,0
73,38,0
4,64,0
73,39,0
21,18,0
92,18,0
96,88,0
66,80,nan
24,73,0
8,26,0
83,0,0
83,58,0
11,6,0
44,74,nan
90,69,0
66,38,nan
14,16,0
12,48,0.10289273970867663
84,72,0
61,6,0
57,72,nan
99,2,0
51,93,0
24,96,0
15,79,0
91,73,0
79,63,0
4,84,0
56,93,0
15,73,0
63,78,nan
26,12,0
34,0,0
83,31,0
51,86,nan
27,94,0
48,8,0
5,82,0
21,59,0
8,58,0
91,56,0
55,77,nan
58,65,nan
17,84,0
31,74,-0.038249168290771074
77,22,0
55,81,nan
53,34,nan
59,0,0
33,89,0
51,76,nan
28,34,0.7008594208326742
9,50,0
8,11,0
27,29,0
29,40,0
40,21,nan
42,21,0.8323806608884383
31,67,nan
28,76,0
42,94,0
43,43,nan
98,25,0
47,8,0
8,47,0.515430353174774
22,88,0
36,71,nan
14,63,0
1,79,0
98,3,0
80,72,0
20,46,0
13,73,0
48,45,nan
79,48,0
76,29,0
29,25,0.45190599646835317
81,50,0
59,64,nan
84,32,0
0,7,0
86,30,0
74,81,nan
79,77,0.7752503986486453
9,2,0
84,17,0
58,75,nan
51,55,nan
95,48,0
69,61,nan
29,37,-0.05928038679087333
46,17,0
78,9,0
11,83,0
46,94,0
58,68,nan
18,69,0
87,19,0
11,20,0
61,15,0
48,0,0
6,82,0
95,97,0
79,54,0
67,99,0
83,72,0
59,48,nan
82,77,1.546770140573202
13,0,0
73,40,0
16,72,0
18,58,0
36,85,0
61,28,0
21,20,0
89,22,0
31,82,0
46,73,nan
44,14,0
20,41,0
67,48,nan
0,67,0
66,39,nan
79,71,0
48,59,nan
18,88,0
49,73,nan
27,99,0
71,57,0.1267406896268941
54,56,nan
48,6,0
13,58,0
17,89,0
85,0,0
40,45,nan
85,69,0
48,5,0
13,24,0
94,2,0
57,36,-0.1626206501089542
37,38,nan
19,13,0
16,47,0.08378236281406629
2,79,0
15,69,0
84,52,0
86,44,0
1,52,0
93,33,0
19,74,0
43,34,nan
56,32,1.322334129343264
87,13,0
4,11,0
72,59,1.5682960601517826
80,65,0
81,89,1.0746447463318276
81,68,0
25,87,0
50,61,nan
22,70,0
68,78,nan
3,75,0
6,34,0.4011189964926192
11,22,0
92,84,0
25,39,0
33,23,nan
83,80,0
62,60,nan
85,22,0
66,59,nan
73,76,nan
82,62,0
71,70,0.46446661593695826
37,63,nan
68,53,nan
64,65,nan
21,3,0
67,16,0
18,11,0
90,86,0
81,41,0
87,41,0
96,59,0
43,98,0
33,10,-0.9682820107141874
80,62,0
26,87,0
60,87,0.1432272392207672
9,94,0
96,40,0
49,62,nan
16,63,0
61,82,nan
8,35,-0.03632543906660102
14,31,0
94,40,0
28,91,0
44,67,nan
28,99,0
49,38,nan
35,73,nan
9,65,0
24,52,0
87,34,0
3,5,0
33,43,0
74,1,0
41,84,nan
53,33,nan
72,58,1.9244307010971817
86,53,0
3,22,0
91,35,0
84,18,0
69,39,nan
1,21,0
8,14,0
20,31,0
5,8,0
96,35,0
59,90,1.8873523970496788
81,0,0
94,85,0
44,62,nan
35,49,nan
85,37,0
95,6,0
81,14,0
32,95,0
97,64,0
5,72,0
69,29,0
53,5,0
3,78,0
12,90,0
26,86,0
88,43,0
35,0,0
0,91,0
73,4,0
63,49,nan
47,32,nan
40,88,nan
80,33,0
97,94,0
9,23,0
9,44,nan
54,39,nan
88,72,0
0,14,0
74,66,0
89,5,0
87,45,0
78,63,0
20,17,0
64,97,0
49,60,nan
78,5,0
50,45,nan
21,28,0
32,56,nan
34,27,nan
39,24,nan
95,21,0
51,56,nan
47,84,nan
7,96,0
83,32,0
5,43,0.1594280692348753
29,1,0
57,26,0
82,68,0
6,48,0
15,13,0
60,97,0
60,85,0.7889694559030026
1,18,0
5,16,0
93,96,0
52,80,nan
68,42,nan
57,6,0
32,78,0
95,75,0
93,7,0
20,65,0
57,59,nan
65,20,0
19,78,0
22,68,0
41,66,nan
80,56,0
99,88,0
90,61,0
16,49,0
26,83,0
37,54,nan
88,80,0
20,27,0
40,81,nan
37,37,nan
11,67,0
16,11,0
83,44,0
74,74,nan
46,87,nan
38,81,-0.20559979772469955
0,69,0
92,49,0
4,95,0
62,78,nan
39,11,0
2,94,0
9,68,0
89,19,0
94,24,0
3,68,0
87,29,0
50,55,nan
10,11,0
60,94,0
12,21,0
66,74,nan
39,19,nan
75,82,nan
22,66,0
11,12,0
44,56,nan
31,96,0
3,36,0
82,17,0
18,13,0
57,93,0
17,56,0
90,55,0
90,47,0
67,52,nan
10,92,0
56,6,0
48,61,nan
65,41,nan
30,39,1.0300420884872459
30,40,0
81,84,0.9477656605926668
3,9,0
59,30,0
3,51,0
79,39,0
84,40,0
4,36,0
58,78,nan
12,19,0
31,72,nan
7,81,0
94,42,0
96,21,0
40,4,0
1,75,0
73,74,nan
92,77,0
96,93,0
2,85,0
76,58,0
76,41,0
78,29,0
24,86,0
87,71,0
80,24,0
30,44,0
7,89,0
78,20,0
6,10,0
41,93,0
21,7,0
8,43,nan
41,79,nan
74,77,nan
53,18,0
86,25,0
98,84,0
46,89,nan
43,71,nan
13,38,nan
78,41,0
23,68,0
35,40,1.72076231258272
68,62,nan
43,55,nan
49,34,nan
11,55,0
9,34,1.305768668141655
38,53,nan
45,6,0
49,63,nan
76,47,0
90,66,0
7,37,nan
66,23,0
79,1,0
56,86,nan
64,39,nan
22,58,0
33,28,nan
24,3,0
90,76,0
61,94,0
85,44,0
74,37,0
85,3,0
61,23,0
22,61,0
7,17,0
80,27,0
23,36,0
91,74,0
71,1,0
11,84,0
94,49,0
82,49,0
45,60,nan
81,67,0
9,39,nan
75,18,0
50,38,nan
90,46,0
64,54,nan
63,59,nan
39,52,nan
4,13,0
39,5,0
8,6,0
54,57,nan
84,81,0
39,23,nan
0,9,0
83,65,0
95,40,0
20,63,0
18,29,0
16,92,0
35,85,0
45,0,0
93,93,0.12324556517772622
20,19,0
16,94,0
98,62,0
77,87,nan
92,74,0
59,75,nan
83,13,0
8,41,nan
38,1,0
66,72,nan
92,78,0
89,18,0
13,37,nan
26,1,0
30,14,nan
75,70,0.7955352436933756
11,48,-0.8169182705238207
36,17,nan
84,9,0
86,23,0
40,42,nan
15,82,0
4,23,0
53,85,nan
37,24,nan
33,25,nan
22,60,0
52,21,0
61,5,0
15,7,0
55,58,nan
98,73,0
95,85,0
79,38,0
97,28,0
74,42,0
97,36,0
44,23,-0.13455152476622845
57,1,0
47,98,0
62,39,nan
5,99,0
64,28,0
60,99,0
91,7,0
64,48,nan
60,86,0.04158662884752995
17,76,0
80,80,-1.8326648745346654
66,76,nan
88,38,0
72,81,nan
60,43,nan
59,51,nan
52,92,-1.3922049080816392
70,32,1.1850724259990701
51,72,nan
27,57,nan
81,85,0.038499720570787405
23,74,0
0,98,0
71,31,-0.7134617109439958
42,18,-0.7552622244192939
50,87,nan
5,53,0
97,6,0
70,16,0
65,89,-0.04377762762784121
42,47,nan
67,24,0
61,65,nan
76,84,nan
68,79,nan
48,79,nan
64,34,1.3330732996058727
2,34,0
54,0,0
74,72,-0.7254397283394227
36,89,0
35,46,nan
12,81,0
74,64,0
0,82,0
91,66,0
33,9,-0.012142414583060979
46,8,0
27,64,nan
84,49,0
25,18,0
39,70,nan
67,9,0
93,90,1.144647142829057
21,10,0
88,54,0
25,4,0
86,97,0
37,53,nan
72,24,0
6,32,0
0,39,0
3,31,0
3,42,0
96,24,0
98,63,0
44,29,nan
86,68,0
78,95,0
30,19,nan
83,1,0
6,7,0
54,7,0
59,88,nan
51,27,1.928018035435344
58,38,nan
92,65,0
50,9,0
15,8,0
48,68,nan
76,31,0
78,54,0
27,8,0
41,78,nan
