x,y,value
80,36,0
37,15,0.16307384038914519
2,39,0
51,70,nan
39,80,-1.91553468488766
29,14,0.2484733628433874
42,16,0.6671881933248275
54,22,0.8790760032905318
88,55,0
54,82,nan
24,73,-0.14381139877215376
8,95,0
3,38,0
33,28,nan
98,75,0
93,21,0
42,27,nan
69,56,nan
93,15,0
62,36,nan
45,34,nan
88,91,-0.8907880894243704
45,23,-1.000382502708897
2,57,0
74,26,0
16,41,-0.9879661888297699
90,25,0
59,43,nan
25,31,-0.9665413439707955
52,85,nan
11,73,0
58,67,nan
82,3,0
99,95,0
5,30,-0.2887808176144867
83,64,0
62,51,nan
69,90,0.2951019785545326
84,64,0
81,43,0
92,25,0
81,32,0
66,14,0
76,94,0.7545804692110454
76,79,nan
15,12,0
42,72,nan
71,98,0
5,37,-1.5815433345739498
90,0,0
68,64,nan
25,77,0.3001616126066904
41,34,nan
21,74,-1.4490819484709618
17,37,0.13310987212057512
11,20,0
55,7,0
68,75,nan
33,63,nan
56,48,nan
66,32,1.211607550536557
53,26,0.3624626266015704
40,33,nan
25,79,-0.9314319630918777
87,6,0
59,63,nan
59,46,nan
24,13,-0.13492119113001666
38,37,nan
33,41,-0.6764956212162841
17,60,0
11,45,1.048746647139183
85,22,0
21,64,1.7444256231063375
17,46,-0.06547754154949581
7,59,0
14,77,0
6,80,0
49,23,-1.5197944101170076
56,72,nan
23,79,0
91,64,0
6,21,0
34,97,0
98,64,0
91,90,-0.09729767215578256
32,29,nan
0,63,0
21,99,0
99,69,0
42,56,nan
40,25,nan
62,59,nan
56,26,0.6347143479110035
89,20,0
12,28,0
17,83,0
43,20,1.612239154910596
62,66,nan
90,42,0
27,11,-1.1192002714493192
24,32,0.6705469574660538
88,85,0
3,35,0
67,99,0
42,67,nan
57,28,1.2683911702621806
35,99,0
67,0,0
56,75,nan
20,81,0
58,30,-0.08427489281774203
75,32,1.5358404565205108
0,90,0
98,7,0
30,72,0.40825351157213574
15,41,0.5715920838282328
4,28,0
74,52,0.08661618759477874
86,45,0
72,78,nan
46,1,0
59,20,0
53,72,nan
10,64,0
98,46,0
59,44,nan
80,22,0
12,27,0
76,47,-0.8763849900471818
34,49,nan
39,2,0
99,59,0
25,20,0.029095977296149655
20,25,0
84,33,0
59,21,0
97,58,0
29,1,0
69,67,nan
8,31,-1.386822797043971
83,25,0
94,76,0
1,17,0
67,2,0
48,75,nan
10,11,0
97,65,0
8,24,0
39,33,nan
35,94,-0.9752401512500541
84,15,0
62,6,0
82,27,0
86,80,0.002249630360705357
14,70,0
40,69,nan
44,95,0
10,91,0
88,49,0
99,93,0
58,95,0
66,6,0
25,40,1.3074922367700519
87,90,1.3014731925473777
33,87,0
92,3,0
2,77,0
14,17,0
41,67,nan
35,15,nan
83,59,0
11,89,0
98,8,0
42,44,nan
98,17,0
92,44,0
45,33,nan
17,41,0.7488494423235708
34,74,-1.8999738540823732
66,95,0
40,19,1.1148590546419692
13,8,0
47,72,nan
60,88,-0.4903083814168447
84,89,1.4083281855633665
39,74,nan
66,90,0.16347305829250003
58,17,0
95,3,0
78,37,0
20,87,0
29,2,0
73,23,0
52,28,0.14306168573926978
73,27,0.6140510821783205
2,50,0
29,69,nan
74,83,nan
60,0,0
67,70,nan
86,92,-0.6785401332369905
56,35,0.5098747644229267
26,94,0
50,89,nan
47,9,0
98,4,0
62,90,1.75607121056321
91,67,0
37,47,nan
29,20,0.5455978460556103
53,29,-1.3876479136560658
32,11,-0.010001964371441296
3,98,0
69,17,0
72,57,0.907498048032532
30,55,nan
18,65,0
6,66,0
16,83,0
79,27,0
4,39,0
7,61,0
35,21,nan
14,42,nan
12,2,0
85,69,0
14,65,0
17,85,0
68,25,0
68,6,0
44,18,0.19867156522676543
41,78,nan
92,24,0
39,41,nan
77,60,-0.5888485647536149
85,68,0
54,94,0.44154137366457613
62,91,1.0612039861336557
97,39,0
17,8,0
73,80,nan
41,68,nan
49,76,nan
5,17,0
91,34,0
51,14,0
7,37,nan
31,18,nan
33,68,nan
26,71,1.2602207225475412
98,9,0
40,89,nan
30,97,0
41,4,0
11,3,0
95,19,0
88,77,0
70,21,0
40,55,nan
65,61,nan
63,52,nan
52,3,0
70,90,0.4464081945309377
99,25,0
92,1,0
54,16,0
81,21,0
55,96,0
0,28,0
77,37,-1.5547677531090027
47,64,nan
77,72,-0.35910603903930766
95,34,0
71,4,0
77,59,1.6038890537117445
11,85,0
5,88,0
89,8,0
67,47,nan
52,18,0.23013576825676818
52,32,nan
11,61,0
15,93,0
28,77,1.6463015493405802
5,85,0
61,32,0.07214664709964197
21,13,0
55,89,nan
82,23,0
30,33,nan
26,75,-0.9863865960468208
25,92,0
34,43,-1.231649542911917
45,26,nan
76,80,nan
29,28,0.37243151499923904
55,97,0
56,36,nan
54,30,-0.5007386526984242
96,78,0
13,89,0
0,41,0
15,22,0
24,75,-1.3790043843038426
74,36,0.005732100122162853
89,61,0
94,20,0
14,69,0
21,34,-0.12451530691201651
88,7,0
95,1,0
14,68,0
42,68,nan
57,68,nan
26,2,0
26,99,0
64,87,-0.3662780386761107
53,41,nan
47,58,nan
28,92,0
8,69,0
38,49,nan
18,64,0
26,32,-0.3153704750061166
20,31,-0.8520573627352872
51,45,nan
74,88,nan
61,23,0
12,90,0
11,86,0
21,33,0.7246905611443403
70,58,1.4797443914362978
78,61,0
73,47,1.0519324439369895
19,71,0
48,1,0
88,94,-1.2279032184089391
94,80,0
95,57,0
3,91,0
78,29,0
41,22,nan
51,2,0
19,1,0
90,65,0
68,56,nan
58,58,nan
70,40,0.07835480585369925
78,42,0
52,6,0
25,43,0.007247585523087241
16,29,-0.08660708535443307
14,90,0
96,30,0
15,32,-0.23630640068593833
30,25,nan
99,52,0
75,24,0
22,22,0
45,1,0
34,14,nan
56,55,nan
98,78,0
79,76,-0.3484275500951768
86,19,0
27,42,-1.9099223039178117
83,57,0
27,75,-0.6289162176547174
61,78,nan
60,59,nan
22,60,0.5574471886577578
82,51,0
98,91,0
40,73,nan
34,68,nan
74,43,-1.7393354816545528
87,54,0
36,59,nan
71,74,nan
3,69,0
64,80,nan
51,21,-0.12353991258661212
42,91,-0.14387369042327008
73,88,nan
9,26,0
11,54,0
13,52,0.13808921650892036
7,73,0
74,10,0
57,77,nan
87,1,0
24,84,0
32,91,0
9,8,0
90,23,0
83,75,-0.4535771588383991
83,79,-1.3235430989676975
59,49,nan
50,53,nan
61,49,nan
66,8,0
20,90,0
95,75,0
18,9,0
15,20,0
28,12,-1.5252820536894638
47,27,nan
24,72,1.246140195482176
12,97,0
0,54,0
81,46,0
15,27,0
7,88,0
31,52,nan
56,27,0.3300254710503979
52,81,nan
4,83,0
51,24,-0.5629986206469617
94,61,0
67,5,0
8,26,0
62,63,nan
93,58,0
31,97,0
87,81,-1.547931915462967
53,30,-0.05007867688675083
29,66,nan
91,97,0
1,67,0
79,9,0
24,58,0.030299453887757122
48,35,nan
9,30,-0.003649673460356939
90,5,0
15,71,0
93,44,0
60,16,0
20,85,0
14,8,0
80,32,0
91,16,0
80,74,-0.6598209901328473
0,37,0
54,7,0
63,94,-1.2404686897468244
25,16,-0.8131996553076013
78,7,0
8,81,0
19,14,0
8,42,nan
65,82,nan
57,84,nan
21,25,0
8,48,-0.020217136788846735
42,99,0
46,44,nan
48,60,nan
54,68,nan
0,26,0
83,84,0.04072932836187071
36,66,nan
65,44,nan
91,49,0
54,61,nan
35,42,0.048476110042840026
52,82,nan
77,0,0
61,25,0
38,95,0
65,67,nan
69,37,nan
10,83,0
40,6,0.0463658073362222
93,10,0
28,46,1.900384813511213
94,66,0
90,34,0
67,25,0
58,12,0
65,72,nan
62,77,nan
14,88,0
59,52,nan
58,36,-1.3919299295847296
85,46,0
16,43,-1.8317361008399322
47,43,nan
4,90,0
16,73,0
13,3,0
90,59,0
93,90,1.5927300994248692
41,53,nan
97,74,0
9,45,-0.11407041263987383
73,50,0.6000966200509305
67,97,0
6,39,nan
51,48,nan
94,69,0
18,57,0
44,32,nan
44,84,nan
99,77,0
22,28,0
50,32,nan
13,49,-1.6899861713548634
33,46,0.08256924521600983
13,57,0
55,24,-0.043320552246649324
37,3,0
88,67,0
6,69,0
97,24,0
53,53,nan
48,44,nan
41,63,nan
66,67,nan
99,55,0
87,28,0
87,55,0
67,40,nan
42,9,0.9449259965661827
75,93,-0.1609391750853819
78,95,0
62,85,-0.19775031936565202
15,74,0
76,82,nan
79,61,0
35,66,nan
92,46,0
19,80,0
93,47,0
79,1,0
67,71,nan
74,69,-0.7269994193707363
22,10,0
58,89,nan
73,84,nan
16,91,0
19,84,0
69,33,nan
55,75,nan
2,54,0
32,82,-0.40458842279653295
72,96,0
79,50,0
28,17,-0.9127037740624379
60,84,1.3661828686933002
42,3,0
63,60,nan
65,95,0
89,72,0
8,67,0
48,71,nan
33,18,nan
54,62,nan
73,61,-1.172216551710957
3,78,0
19,74,0
41,61,nan
54,58,nan
98,32,0
41,5,0
69,31,-1.315242430576119
97,85,0
81,62,0
32,73,-0.4528253506615523
68,62,nan
56,54,nan
56,67,nan
48,50,nan
0,73,0
58,18,0
49,75,nan
17,29,-1.637289651308012
71,68,-1.7071855773981384
99,81,0
43,41,nan
84,87,-0.029067120357291976
62,45,nan
59,92,0.003046434138527898
53,25,0.5979041915191587
53,18,0
97,40,0
77,49,-1.952360272175885
28,51,nan
5,93,0
74,14,0
87,16,0
19,49,-0.49000390269628336
51,12,0
61,24,0
1,77,0
78,14,0
16,63,0
55,73,nan
68,72,nan
12,38,nan
46,5,0
10,43,nan
6,84,0
51,67,nan
84,92,0.17041914515662548
84,68,0
65,97,0
64,1,0
67,7,0
48,0,0
35,59,nan
47,36,nan
4,49,0
31,33,nan
44,21,1.768345153771835
11,80,0
45,15,-0.25343017787142386
7,69,0
56,8,0
10,20,0
98,76,0
89,41,0
40,7,-0.2647529811605267
54,18,0
17,99,0
32,30,nan
1,62,0
95,6,0
76,99,0
67,13,0
81,65,0
69,69,nan
39,86,-0.5807087895625758
10,60,0
44,25,nan
24,87,0
48,94,0.536734709700358
27,77,1.7417955650056427
89,13,0
73,51,-0.30723417267509057
24,31,-1.252639816276388
39,77,1.934506124596807
91,58,0
59,22,0
17,6,0
25,52,1.8008785652430406
61,54,nan
63,88,-0.5775310990676832
36,19,nan
15,50,-0.9293578360529056
96,65,0
56,38,nan
4,22,0
75,89,nan
69,74,nan
59,51,nan
43,36,nan
37,68,nan
93,64,0
35,17,nan
57,21,0
91,75,0
3,77,0
7,42,nan
3,26,0
14,64,0
57,23,-1.4231240982129014
92,54,0
67,20,0
36,9,-0.5026116926936186
80,75,0.5161298749383647
88,71,0
66,85,nan
93,22,0
31,5,-1.44608562446648
63,53,nan
90,57,0
29,49,-0.4135518132136369
64,63,nan
41,66,nan
73,89,nan
33,42,-1.765028021109952
50,28,0.6790979277314194
67,82,nan
41,76,nan
66,35,nan
27,21,0.8940979748300386
93,52,0
21,66,-0.8750576272182852
58,90,1.1353945305674389
91,80,0
49,90,1.5935060181772118
33,92,0
71,99,0
2,2,0
3,95,0
70,16,0
10,26,0
37,8,1.7604192751934091
27,61,nan
84,54,0
30,77,0.4012050006795622
67,57,nan
62,0,0
79,67,-1.6899925902044177
8,54,0
60,44,nan
63,54,nan
57,82,nan
54,83,nan
64,15,0
72,7,0
42,42,nan
76,55,-1.1105019315371905
34,35,nan
60,79,nan
68,27,1.2143319464344158
58,60,nan
45,41,nan
22,44,0.9428151288294071
17,66,0
50,85,nan
2,34,0
9,15,0
99,23,0
0,47,0
93,87,-0.9928521155138884
7,53,1.353575951410804
91,20,0
42,35,nan
34,54,nan
33,66,nan
2,15,0
95,15,0
11,46,-0.07756015460520138
60,25,0
96,55,0
76,31,0.5771086803960257
29,73,0.23075080370180379
28,76,0.15012526825443762
15,0,0
49,83,nan
9,56,0
0,51,0
52,55,nan
24,26,0.3788043321117273
72,24,0
66,72,nan
61,48,nan
1,44,0
15,39,1.7514727567142039
22,23,0
72,8,0
32,40,0.5474177826754938
78,0,0
0,98,0
65,49,nan
22,82,0
92,86,-0.8225325106252456
7,35,0.5708394770315226
73,70,0.5756634435119063
15,14,0
43,8,0
66,19,0
90,74,0
45,28,nan
58,27,1.0402152128608193
77,16,0
36,22,nan
23,87,0
98,56,0
42,85,nan
11,77,0
72,93,-1.2483283808583838
76,75,0.01986005664863888
86,69,0
49,81,nan
28,65,nan
1,53,0
75,28,0.4249785342269789
48,45,nan
75,35,-0.23016225906255455
24,78,1.4391831972245455
64,18,0
14,37,nan
2,76,0
30,10,nan
85,71,-0.04894521544107344
78,13,0
83,95,0
63,12,0
40,84,nan
71,17,0
63,87,-1.2938687943702123
1,41,0
99,39,0
82,73,-0.9768757068143936
42,1,0
59,15,0
2,48,0
0,80,0
70,93,-0.1344163292573195
80,46,0
56,11,0
14,75,0
0,79,0
74,89,nan
26,97,0
43,4,0
11,60,0
35,56,nan
51,57,nan
50,51,nan
77,86,nan
75,56,-1.4740741800168027
2,74,0
75,34,1.0917109943463568
65,86,-1.371100827812581
6,32,-0.3834630246955446
1,91,0
47,95,0
32,49,nan
34,47,nan
75,30,-0.17395567977492088
56,45,nan
45,70,nan
33,45,0.2883499805213774
56,43,nan
20,94,0
24,34,1.2156130742603222
60,75,nan
38,77,0.6160444212478953
31,31,nan
11,64,0
67,6,0
9,33,0.8807017952086515
15,3,0
4,13,0
76,8,0
37,24,nan
51,47,nan
68,61,nan
92,33,0
75,17,0
15,98,0
25,66,-0.8141728065148358
27,0,0
98,36,0
74,20,0
44,79,nan
69,41,nan
98,99,0
8,8,0
67,68,nan
64,85,nan
14,10,0
94,11,0
19,42,0.08284959984537488
44,56,nan
44,36,nan
96,59,0
61,53,nan
40,71,nan
17,95,0
64,74,nan
86,14,0
0,92,0
68,18,0
67,90,0.6108259199491017
51,79,nan
38,94,-1.2452100982600602
22,66,0.8076057108154194
77,93,-1.205801270428028
91,89,1.859735029965161
18,98,0
69,34,nan
29,82,-0.6695897686119322
28,78,-0.3152302973044776
98,3,0
64,57,nan
76,40,1.2325114211765082
47,39,nan
32,51,nan
36,12,-0.5055677563944415
69,22,0
18,62,0
36,27,nan
70,30,-0.8339588781737519
66,71,nan
26,16,-0.029830803839510034
53,93,-1.935688272957316
40,82,nan
81,1,0
87,32,0
70,59,0.2691102514127118
30,8,1.3151395521585298
80,92,-1.5100720104149135
71,78,nan
95,99,0
31,71,nan
85,83,1.4941993531471554
65,54,nan
86,84,0.6410144191075359
4,73,0
10,76,0
67,11,0
14,40,nan
93,88,-0.9532021649436542
48,76,nan
29,44,0.8887901136913892
63,90,0.054662845494111156
72,22,0
36,63,nan
79,12,0
12,12,0
75,6,0
12,98,0
48,13,0
15,55,0
48,93,-1.9277158802528986
91,27,0
27,98,0
7,72,0
42,36,nan
37,66,nan
35,60,nan
43,99,0
52,14,0
72,71,0.14229288014204788
60,47,nan
67,85,nan
13,48,-1.1520087796915421
56,91,1.0498323038042416
50,23,0.13814031213658917
71,47,0.9324235316242856
80,0,0
11,96,0
23,41,0.7080993185464469
25,4,0
31,68,nan
50,65,nan
87,7,0
11,70,0
88,35,0
93,34,0
37,87,-1.2462425110216184
79,14,0
81,29,0
46,93,-0.28769381993381926
79,34,0
96,1,0
87,25,0
13,72,0
69,15,0
32,79,-0.9994014710508328
17,65,0
35,53,nan
83,61,0
41,70,nan
29,9,-0.5573334880252538
43,58,nan
48,6,0
61,12,0
0,86,0
94,26,0
63,86,-1.241315896338782
98,42,0
79,49,0
10,63,0
32,94,0
97,93,0
76,93,-0.11372648437765431
23,25,0
83,55,0
42,96,0
40,56,nan
79,56,0
86,82,-0.3273786114702174
76,51,1.418506717361094
29,86,0
66,40,nan
18,34,-0.2902401261339931
49,98,0
50,86,nan
66,36,nan
61,99,0
93,85,0
36,54,nan
64,19,0
75,45,1.4491462195169906
46,65,nan
95,83,0
62,44,nan
86,99,0
18,37,0.356306240699783
15,58,0
7,44,nan
41,82,nan
19,82,0
38,38,nan
6,65,0
78,22,0
94,54,0
46,89,nan
10,93,0
88,59,0
41,56,nan
6,2,0
84,28,0
96,17,0
65,11,0
76,53,1.2837415096334563
21,52,1.278852887581432
27,73,-1.0190968031134902
43,11,-1.1891492273068984
9,14,0
99,37,0
9,44,nan
61,71,nan
4,18,0
97,37,0
52,26,1.202593199979097
69,78,nan
19,96,0
2,4,0
18,26,0
57,94,-0.23152311417058
85,94,-0.8431806179431601
6,52,0.43153936408382776
55,79,nan
93,19,0
47,21,1.6944122476288948
38,28,nan
39,85,-0.9900990411755645
98,24,0
18,43,-0.43997298009116104
94,30,0
99,85,0
21,12,0
16,0,0
38,68,nan
99,0,0
83,2,0
12,61,0
30,89,0
10,25,0
69,92,-1.1799486287886314
51,1,0
96,99,0
40,43,nan
59,75,nan
61,38,nan
94,39,0
98,65,0
18,32,0.08765122449417517
31,85,0
12,72,0
75,80,nan
53,82,nan
98,6,0
92,66,0
22,29,0
32,43,0.16807069320311296
72,60,-1.257113279379198
59,71,nan
8,55,0
73,64,0.020330203076857734
76,20,0
88,42,0
45,72,nan
5,43,-0.633990717404876
7,57,0
31,13,nan
59,99,0
79,94,0.5032254954097144
25,7,1.2554708177328888
88,40,0
38,83,1.9557467364878165
59,35,-0.9904869662401711
11,1,0
49,77,nan
43,37,nan
71,18,0
77,55,-0.008600302238730873
77,6,0
80,3,0
84,52,0
13,96,0
79,46,0
2,99,0
53,10,0
24,39,1.944918401312532
17,72,0
60,63,nan
19,13,0
20,24,0
72,52,1.6986352184553715
20,86,0
82,46,0
72,34,-0.23619555549987015
42,37,nan
55,53,nan
44,94,-0.33838835607204076
69,9,0
47,25,0.8666650581310493
38,5,-0.8926174163114272
70,32,-0.4475861137312084
50,14,0
92,90,1.220461879807006
75,84,nan
5,25,0
88,20,0
37,78,0.08158305305877062
36,25,nan
46,73,nan
52,67,nan
46,98,0
