x,y,value
82,98,0
18,0,0
62,12,0
69,70,1
83,57,0
60,85,0
74,4,0
15,30,0
62,59,1
47,18,0
95,22,0
94,18,0
76,83,1
40,93,0
12,69,0
9,96,0
91,88,0
87,40,0
23,98,0
19,51,0
93,79,0
40,33,1
60,16,0
34,48,1
99,39,0
33,47,1
64,61,1
60,34,0
58,79,1
89,41,0
99,15,0
3,48,0
81,54,0
58,44,1
45,98,0
48,15,0
15,50,0
46,38,1
45,22,0
87,80,0
11,23,0
73,99,0
51,76,1
35,46,1
49,51,1
64,83,1
47,53,1
94,28,0
90,78,0
14,64,0
71,80,1
43,47,1
44,79,1
46,79,1
61,3,0
51,84,1
73,70,0
11,35,0
35,81,0
80,88,0
84,53,0
47,30,1
8,47,0
68,54,1
28,51,1
79,58,0
15,15,0
37,47,1
99,38,0
98,5,0
45,87,1
24,1,0
64,67,1
70,66,0
97,25,0
70,99,0
43,45,1
59,53,1
95,64,0
34,42,0
25,18,0
37,55,1
59,72,1
3,67,0
83,52,0
41,63,1
85,35,0
30,49,1
95,29,0
3,56,0
76,94,0
80,30,0
27,0,0
29,26,0
12,13,0
27,12,0
55,6,0
1,6,0
92,61,0
18,47,0
39,2,0
26,95,0
29,34,0
11,94,0
69,67,1
35,94,0
27,34,0
80,68,0
4,69,0
29,47,0
81,24,0
63,32,0
97,91,0
79,7,0
43,1,0
6,25,0
24,45,0
69,79,1
74,74,1
48,23,0
12,12,0
62,77,1
99,16,0
4,46,0
85,31,0
92,59,0
98,79,0
45,60,1
47,8,0
36,1,0
60,24,0
53,29,0
77,88,1
72,57,0
55,50,1
82,3,0
23,86,0
35,69,1
98,70,0
33,39,0
37,21,1
35,23,1
17,0,0
57,17,0
37,39,1
66,29,0
42,60,1
92,51,0
13,65,0
76,98,0
94,17,0
25,98,0
18,16,0
94,80,0
7,6,0
59,62,1
57,24,0
17,36,0
81,69,0
12,70,0
13,98,0
23,27,0
44,66,1
95,1,0
14,88,0
71,33,0
50,11,0
81,62,0
81,52,0
59,35,0
88,93,0
40,8,0
55,74,1
44,58,1
70,6,0
49,41,1
17,34,0
46,53,1
60,32,0
54,60,1
57,83,1
40,14,0
6,87,0
53,24,0
37,43,0
32,33,1
44,1,0
58,97,0
0,75,0
22,92,0
66,75,1
70,88,1
44,67,1
64,34,0
60,54,1
19,85,0
82,40,0
9,71,0
92,57,0
9,10,0
61,34,0
28,17,0
61,19,0
5,41,0
22,17,0
79,73,0
7,88,0
82,11,0
12,94,0
49,86,1
7,22,0
88,18,0
1,80,0
30,99,0
9,81,0
29,64,1
10,3,0
86,72,0
81,13,0
39,77,0
65,41,1
92,87,0
90,16,0
45,41,1
35,93,0
32,20,1
84,22,0
91,28,0
96,97,0
3,74,0
86,54,0
34,5,0
61,76,1
71,24,0
64,15,0
18,17,0
28,69,1
94,44,0
92,94,0
93,50,0
75,96,0
89,31,0
85,37,0
73,24,0
13,32,0
97,37,0
34,85,0
77,83,1
54,64,1
46,19,0
11,81,0
68,80,1
84,69,0
74,28,0
30,56,1
87,37,0
27,51,0
91,62,0
98,4,0
16,16,0
4,16,0
92,56,0
16,87,0
57,80,1
14,11,0
26,27,0
5,44,0
7,21,0
88,98,0
14,44,0
40,29,1
66,62,1
73,95,0
28,95,0
38,64,1
7,55,0
83,48,0
18,35,0
73,29,0
76,52,0
27,30,0
45,84,1
93,48,0
92,20,0
6,81,0
82,49,0
85,16,0
30,7,0
28,93,0
25,42,0
39,39,1
60,79,1
72,26,0
47,73,1
67,97,0
49,23,0
35,38,1
64,10,0
67,0,0
35,63,1
56,11,0
14,93,0
25,8,0
76,36,0
41,61,1
68,8,0
20,69,0
3,38,0
64,52,1
57,70,1
59,40,1
66,87,0
10,12,0
49,36,1
54,51,1
24,43,0
42,84,1
95,27,0
86,97,0
28,71,0
3,88,0
28,44,0
77,12,0
61,60,1
75,67,0
33,91,0
26,41,0
47,96,0
86,11,0
64,12,0
69,53,1
52,17,0
75,68,0
55,1,0
62,71,1
94,56,0
60,78,1
15,98,0
25,74,0
34,61,1
85,25,0
76,14,0
20,18,0
18,20,0
39,79,0
12,98,0
63,89,0
24,84,0
66,48,1
15,70,0
76,43,0
41,49,1
62,15,0
14,41,1
50,66,1
34,9,0
68,78,1
30,39,0
93,34,0
4,10,0
87,94,0
48,58,1
30,21,1
21,91,0
75,36,0
73,21,0
18,74,0
50,92,0
50,36,1
55,76,1
44,99,0
10,94,0
82,94,0
84,50,0
27,62,1
46,73,1
60,66,1
98,21,0
37,26,1
19,6,0
45,99,0
1,58,0
60,41,1
58,15,0
33,23,1
52,40,1
76,18,0
75,80,1
60,82,1
65,38,1
21,77,0
38,43,0
93,83,0
44,97,0
70,81,1
15,90,0
73,12,0
46,56,1
66,46,1
56,88,1
69,34,1
37,90,0
13,7,0
80,70,0
15,41,0
91,48,0
80,72,0
2,42,0
58,78,1
93,11,0
1,71,0
52,48,1
12,25,0
54,31,0
12,68,0
89,51,0
20,52,0
2,6,0
55,70,1
26,59,1
88,32,0
10,2,0
14,91,0
59,2,0
49,22,0
23,12,0
76,35,0
25,31,0
70,1,0
84,23,0
3,29,0
23,9,0
74,57,0
95,88,0
86,91,0
70,70,1
37,84,0
92,38,0
58,38,1
79,29,0
38,71,1
52,88,1
57,1,0
27,59,1
48,51,1
10,35,1
73,33,0
99,49,0
83,77,0
89,91,0
60,93,0
95,48,0
73,63,0
20,67,0
73,85,1
34,92,0
48,63,1
37,7,0
48,83,1
94,71,0
14,99,0
61,81,1
35,25,1
92,53,0
80,62,0
56,62,1
30,77,0
45,35,1
25,77,0
85,76,0
96,70,0
86,19,0
78,49,0
20,57,0
27,47,0
10,29,0
82,36,0
75,83,1
31,73,0
16,17,0
75,14,0
58,56,1
29,61,1
13,28,0
20,21,0
86,50,0
67,76,1
17,58,0
12,27,0
55,83,1
42,54,1
84,93,0
3,80,0
84,48,0
78,21,0
28,22,0
93,74,0
60,83,0
98,57,0
67,8,0
55,33,0
35,72,1
87,90,0
31,28,1
44,18,0
4,86,0
55,41,1
71,42,0
48,11,0
7,50,0
85,63,0
87,22,0
32,44,0
64,25,0
30,52,1
33,44,0
28,12,0
74,68,0
80,95,0
34,15,1
88,94,0
27,55,1
75,19,0
68,30,0
19,60,0
7,51,0
60,62,1
36,60,1
91,1,0
34,56,1
11,10,0
98,75,0
26,66,0
99,98,0
49,69,1
80,74,0
87,9,0
61,63,1
33,10,0
82,43,0
87,48,0
24,19,0
57,41,1
68,48,1
36,10,0
46,32,1
49,73,1
34,33,1
13,43,1
37,80,0
47,6,0
7,69,0
88,71,0
34,50,1
33,48,1
71,32,0
29,65,1
66,27,0
41,48,1
16,1,0
30,44,0
17,77,0
84,16,0
22,96,0
49,24,0
55,17,0
53,30,0
20,44,0
47,77,1
92,49,0
27,43,0
31,78,0
0,63,0
24,67,0
95,37,0
92,48,0
59,74,1
53,87,1
59,94,0
95,70,0
96,16,0
98,77,0
48,90,0
37,85,0
1,75,0
99,37,0
15,86,0
68,6,0
75,2,0
93,47,0
32,17,1
64,46,1
51,2,0
35,17,1
79,82,1
61,65,1
30,71,1
22,24,0
74,29,0
1,65,0
57,66,1
62,84,1
95,57,0
87,70,0
97,71,0
43,96,0
74,13,0
98,7,0
87,79,0
92,1,0
53,17,0
7,63,0
31,32,1
46,69,1
22,93,0
63,65,1
47,17,0
63,56,1
76,23,0
74,99,0
41,19,0
49,79,1
64,68,1
51,86,1
57,71,1
29,7,0
35,15,1
52,86,1
97,88,0
81,72,0
60,28,0
59,82,1
39,81,0
49,53,1
62,62,1
77,30,0
53,99,0
9,83,0
10,22,0
60,48,1
64,89,0
44,24,1
96,59,0
9,13,0
10,17,0
80,45,0
3,35,0
33,62,1
64,3,0
57,29,0
0,2,0
76,29,0
38,55,1
72,66,0
20,39,0
61,6,0
66,85,1
71,92,0
97,19,0
65,84,1
62,70,1
57,30,0
27,93,0
68,17,0
89,96,0
59,1,0
55,65,1
52,75,1
22,38,0
18,99,0
50,40,1
60,74,1
44,19,0
80,39,0
79,12,0
58,46,1
96,5,0
98,3,0
86,96,0
42,27,1
43,94,0
52,93,0
48,13,0
23,20,0
42,68,1
24,74,0
25,16,0
2,78,0
40,9,0
20,62,0
97,20,0
65,25,0
17,56,0
39,94,0
18,24,0
44,85,1
82,31,0
35,26,1
59,50,1
22,77,0
72,88,1
66,73,1
93,82,0
38,54,1
59,66,1
50,13,0
56,15,0
45,7,0
48,84,1
63,15,0
11,83,0
45,75,1
72,79,1
62,39,1
38,44,0
91,58,0
70,16,0
47,36,1
84,90,0
29,57,1
41,29,1
62,37,1
26,84,0
25,83,0
32,96,0
0,31,0
25,36,0
41,3,0
36,83,0
18,71,0
8,57,0
90,48,0
78,8,0
76,48,0
93,63,0
90,47,0
34,31,1
8,91,0
78,24,0
18,63,0
32,80,0
30,47,0
98,87,0
87,17,0
10,23,0
31,4,0
4,60,0
68,71,1
96,74,0
52,21,0
97,22,0
29,78,0
4,7,0
11,95,0
62,3,0
53,70,1
52,24,0
14,74,0
64,81,1
50,46,1
96,15,0
21,14,0
38,36,1
80,33,0
39,66,1
25,68,0
51,52,1
85,27,0
47,61,1
6,55,0
21,27,0
52,37,1
17,27,0
5,73,0
78,34,0
92,93,0
14,32,0
7,68,0
44,29,1
11,37,1
98,30,0
92,88,0
42,88,1
13,41,1
61,67,1
1,8,0
77,62,0
45,91,0
84,46,0
58,49,1
37,79,0
39,41,1
31,58,1
8,83,0
14,51,0
13,87,0
63,81,1
17,76,0
66,44,1
12,43,1
16,29,0
23,4,0
68,34,1
49,7,0
39,57,1
16,62,0
42,99,0
13,59,0
14,42,1
7,1,0
49,68,1
61,5,0
6,83,0
31,95,0
73,65,0
1,22,0
31,59,1
77,77,1
75,53,0
73,13,0
51,43,1
31,65,1
38,37,1
38,78,0
65,37,1
30,61,1
13,72,0
2,50,0
69,97,0
44,20,0
50,48,1
68,24,0
45,78,1
11,8,0
4,34,0
42,85,1
49,89,1
13,47,0
62,38,1
75,13,0
69,82,1
89,57,0
3,81,0
3,61,0
44,92,0
36,20,1
9,3,0
0,56,0
84,9,0
63,36,1
45,27,1
88,90,0
1,56,0
13,86,0
13,88,0
98,91,0
45,93,0
49,82,1
23,7,0
63,35,0
56,12,0
4,8,0
27,94,0
99,45,0
36,18,1
67,46,1
26,44,0
4,85,0
67,7,0
87,78,0
98,17,0
55,92,0
8,3,0
27,48,0
45,73,1
1,90,0
37,40,1
48,4,0
12,73,0
54,77,1
79,43,0
78,22,0
69,46,1
80,21,0
77,34,0
98,89,0
24,88,0
15,61,0
0,81,0
62,90,0
41,30,1
90,86,0
9,82,0
89,36,0
11,90,0
38,82,0
33,0,0
2,8,0
69,81,1
72,43,0
0,19,0
29,77,0
41,13,0
24,86,0
8,6,0
96,12,0
18,42,0
23,91,0
77,42,0
66,15,0
46,74,1
14,71,0
63,41,1
59,19,0
83,79,0
23,10,0
44,5,0
89,80,0
37,16,0
4,76,0
41,69,1
19,41,0
38,58,1
71,51,0
1,76,0
38,68,1
60,3,0
93,73,0
77,84,1
7,66,0
31,26,1
5,56,0
85,95,0
22,78,0
17,60,0
1,42,0
18,76,0
54,9,0
70,21,0
0,58,0
56,66,1
25,53,0
61,45,1
94,73,0
14,1,0
68,98,0
49,96,0
16,96,0
82,66,0
41,43,1
26,16,0
87,73,0
50,8,0
23,96,0
95,12,0
22,71,0
32,48,1
52,62,1
37,51,1
91,84,0
70,65,0
17,70,0
25,58,0
33,63,1
64,37,1
44,80,1
54,78,1
93,0,0
39,37,1
87,46,0
84,83,0
91,33,0
4,83,0
32,50,1
94,78,0
86,69,0
28,11,0
24,51,0
78,69,0
46,49,1
5,81,0
17,37,0
46,37,1
5,72,0
53,54,1
73,15,0
5,48,0
19,65,0
8,51,0
89,78,0
5,15,0
18,44,0
23,22,0
92,11,0
72,0,0
6,73,0
76,95,0
90,42,0
43,50,1
30,60,1
69,89,0
3,14,0
75,65,0
83,23,0
51,16,0
23,76,0
67,99,0
20,61,0
13,42,1
53,41,1
49,37,1
50,35,1
84,55,0
88,87,0
53,91,0
86,33,0
19,42,0
61,44,1
71,54,0
35,41,0
18,56,0
92,2,0
71,99,0
13,5,0
6,20,0
35,37,1
45,97,0
5,50,0
82,87,0
8,24,0
76,45,0
7,83,0
63,64,1
17,17,0
90,79,0
44,78,1
6,64,0
39,29,1
44,28,1
48,75,1
3,63,0
95,24,0
38,63,1
7,31,0
51,66,1
80,71,0
89,52,0
3,75,0
62,22,0
2,64,0
31,14,1
76,12,0
61,31,0
34,69,1
49,67,1
88,33,0
49,91,0
44,62,1
99,59,0
0,98,0
57,47,1
17,73,0
41,16,0
11,25,0
89,2,0
48,87,1
14,83,0
92,66,0
96,96,0
80,11,0
9,98,0
52,61,1
91,63,0
27,99,0
36,79,0
38,77,0
1,84,0
41,2,0
65,51,1
58,39,1
92,4,0
5,55,0
18,6,0
32,29,1
38,70,1
74,37,0
95,69,0
72,92,0
79,52,0
49,52,1
66,40,1
33,82,0
87,1,0
47,45,1
39,33,1
37,8,0
60,36,0
67,83,1
51,62,1
39,24,1
49,84,1
28,13,0
43,69,1
48,41,1
15,23,0
36,26,1
63,54,1
9,46,0
31,56,1
36,40,1
94,40,0
0,40,0
39,42,1
86,6,0
22,90,0
0,29,0
69,69,1
20,33,0
69,80,1
87,60,0
5,78,0
69,42,1
72,85,1
48,48,1
18,64,0
90,24,0
32,35,1
12,1,0
73,92,0
16,41,0
90,4,0
82,29,0
28,60,1
46,9,0
31,72,1
90,73,0
29,25,0
20,89,0
61,0,0
57,11,0
9,38,1
65,90,0
66,25,0
8,29,0
24,69,0
50,33,1
29,87,0
8,65,0
12,18,0
61,95,0
16,2,0
32,70,1
54,4,0
87,7,0
89,21,0
52,18,0
42,66,1
0,37,0
82,88,0
79,56,0
50,95,0
45,55,1
23,65,0
87,47,0
84,3,0
96,3,0
22,37,0
35,0,0
93,51,0
99,46,0
85,65,0
20,32,0
18,72,0
0,72,0
10,37,1
69,54,1
52,49,1
20,91,0
65,57,1
68,40,1
41,42,1
14,17,0
6,14,0
20,50,0
58,0,0
8,78,0
91,78,0
54,88,1
95,36,0
3,50,0
13,53,0
81,10,0
30,28,1
81,91,0
37,74,1
98,85,0
55,55,1
19,62,0
43,41,1
63,21,0
74,3,0
55,98,0
43,61,1
69,43,1
40,40,1
21,45,0
90,54,0
38,8,0
87,20,0
97,53,0
18,45,0
36,96,0
72,49,0
47,76,1
11,63,0
29,21,0
75,23,0
93,32,0
16,54,0
7,39,1
47,66,1
56,83,1
83,22,0
77,27,0
87,35,0
58,1,0
38,23,1
96,88,0
4,97,0
50,2,0
49,21,0
17,75,0
85,93,0
95,71,0
7,36,1
2,34,0
26,86,0
94,49,0
49,61,1
96,35,0
13,96,0
71,77,1
80,51,0
36,23,1
61,69,1
17,81,0
20,24,0
72,48,0
31,27,1
7,30,0
6,23,0
21,21,0
64,85,1
14,50,0
67,17,0
38,73,1
5,69,0
45,56,1
74,62,0
24,54,0
65,21,0
91,7,0
58,98,0
42,19,0
83,14,0
31,7,0
96,55,0
67,45,1
5,89,0
90,53,0
21,99,0
89,22,0
93,19,0
3,44,0
56,73,1
70,89,0
30,79,0
82,53,0
34,27,1
85,26,0
52,10,0
64,28,0
36,32,1
60,92,0
94,70,0
94,83,0
19,75,0
48,9,0
26,35,0
58,4,0
20,15,0
57,77,1
64,94,0
7,8,0
13,29,0
9,60,0
42,86,1
14,8,0
86,34,0
34,29,1
58,30,0
57,19,0
63,30,0
93,60,0
96,42,0
21,90,0
90,26,0
92,25,0
15,91,0
35,56,1
1,48,0
29,56,1
39,67,1
63,8,0
75,27,0
51,81,1
3,27,0
45,6,0
76,7,0
73,97,0
66,16,0
74,95,0
16,68,0
7,75,0
21,49,0
6,61,0
12,30,0
89,77,0
36,45,0
81,48,0
4,15,0
66,78,1
19,55,0
78,87,1
77,99,0
50,78,1
3,53,0
51,14,0
22,74,0
38,59,1
64,84,1
32,21,1
19,27,0
80,28,0
70,38,0
14,81,0
66,98,0
49,44,1
66,3,0
60,80,1
21,31,0
97,58,0
26,32,0
10,49,0
66,26,0
12,76,0
66,71,1
42,72,1
93,10,0
78,32,0
23,28,0
12,53,0
56,47,1
61,92,0
60,88,0
23,81,0
64,62,1
1,38,0
6,98,0
15,84,0
89,15,0
54,63,1
45,20,0
47,33,1
13,99,0
80,58,0
90,27,0
54,42,1
78,63,0
28,96,0
99,74,0
78,0,0
78,2,0
86,68,0
98,33,0
23,29,0
67,88,0
92,13,0
13,71,0
97,60,0
53,12,0
68,83,1
69,63,1
38,79,0
39,68,1
70,4,0
40,89,1
6,36,0
63,0,0
31,53,1
59,60,1
77,41,0
31,91,0
16,37,0
72,18,0
85,99,0
23,74,0
0,36,0
76,19,0
98,60,0
75,38,0
90,89,0
94,1,0
89,24,0
63,78,1
85,49,0
58,99,0
69,13,0
30,1,0
38,97,0
94,86,0
23,95,0
79,45,0
76,79,1
14,92,0
47,99,0
88,23,0
47,34,1
77,85,1
17,59,0
59,31,0
92,73,0
12,80,0
11,51,0
36,16,1
20,49,0
2,99,0
73,17,0
52,84,1
33,97,0
93,94,0
47,58,1
34,97,0
89,71,0
19,47,0
48,7,0
21,29,0
32,91,0
83,71,0
63,46,1
79,89,1
34,60,1
43,27,1
78,6,0
69,99,0
51,17,0
82,41,0
53,55,1
38,35,1
81,73,0
16,49,0
7,59,0
68,46,1
22,95,0
82,51,0
84,35,0
83,2,0
28,9,0
96,18,0
21,35,0
43,53,1
33,5,0
32,84,0
47,54,1
21,81,0
47,93,0
40,39,1
59,16,0
44,40,1
91,66,0
35,1,0
26,57,1
61,8,0
20,2,0
26,58,1
98,92,0
32,85,0
99,96,0
31,3,0
88,42,0
66,47,1
43,71,1
2,47,0
48,66,1
2,43,0
23,69,0
6,38,1
38,96,0
22,35,0
90,64,0
69,19,0
61,7,0
72,84,1
37,44,0
49,58,1
17,55,0
68,2,0
27,60,1
5,18,0
14,23,0
21,33,0
47,56,1
50,67,1
25,50,0
64,5,0
48,89,1
60,7,0
7,0,0
65,36,1
35,27,1
5,31,0
12,19,0
98,58,0
44,4,0
40,32,1
20,11,0
0,85,0
99,89,0
56,25,0
3,62,0
71,17,0
24,42,0
39,60,1
69,47,1
0,41,0
59,98,0
45,66,1
9,36,1
26,23,0
81,43,0
71,0,0
24,6,0
91,45,0
41,0,0
43,14,0
84,76,0
33,35,1
68,37,1
98,16,0
24,57,0
90,31,0
2,35,0
67,35,1
68,19,0
37,6,0
21,28,0
14,59,0
2,12,0
81,39,0
68,14,0
84,66,0
82,12,0
31,9,0
54,61,1
59,77,1
5,8,0
90,13,0
56,75,1
75,95,0
79,76,0
18,91,0
34,58,1
99,73,0
39,20,1
22,55,0
47,46,1
6,76,0
57,15,0
40,62,1
27,85,0
9,34,0
26,42,0
11,31,0
67,90,0
25,32,0
33,11,0
32,31,1
15,55,0
33,94,0
51,49,1
9,40,1
6,45,0
28,67,1
96,22,0
7,57,0
31,15,1
57,92,0
61,21,0
33,1,0
2,56,0
38,51,1
82,83,0
94,15,0
53,64,1
69,25,0
0,42,0
48,76,1
91,32,0
11,38,1
13,39,1
28,7,0
60,22,0
6,22,0
49,57,1
3,66,0
13,70,0
45,18,0
21,92,0
33,12,0
83,76,0
46,39,1
94,67,0
74,83,1
8,71,0
50,50,1
0,93,0
85,60,0
91,16,0
84,45,0
76,8,0
56,21,0
29,62,1
64,17,0
52,42,1
56,30,0
15,87,0
72,98,0
10,9,0
36,73,1
47,51,1
43,40,1
8,63,0
50,6,0
76,32,0
67,72,1
64,77,1
75,48,0
79,31,0
68,64,1
75,41,0
32,51,1
69,59,1
56,5,0
76,54,0
72,99,0
47,49,1
58,63,1
7,94,0
67,93,0
0,24,0
51,5,0
6,19,0
76,28,0
61,77,1
58,25,0
16,74,0
38,14,0
28,47,0
3,47,0
59,8,0
88,14,0
73,45,0
44,14,0
24,56,0
13,94,0
95,99,0
17,85,0
98,68,0
18,30,0
25,55,0
69,60,1
97,89,0
80,96,0
13,10,0
25,61,0
86,62,0
76,77,1
55,36,1
40,20,1
74,82,1
36,59,1
17,31,0
74,55,0
41,74,1
22,23,0
40,73,1
85,72,0
75,56,0
86,23,0
67,37,1
61,54,1
18,21,0
50,30,1
17,7,0
7,61,0
92,47,0
44,6,0
60,46,1
8,14,0
76,5,0
95,8,0
10,79,0
63,77,1
35,61,1
72,36,0
51,95,0
43,33,1
94,97,0
95,38,0
85,87,0
67,52,1
85,75,0
54,82,1
82,82,0
96,91,0
34,35,1
55,34,0
30,0,0
0,78,0
19,4,0
11,99,0
41,50,1
25,82,0
66,91,0
7,97,0
33,6,0
76,34,0
11,24,0
74,38,0
85,70,0
7,89,0
56,49,1
26,10,0
61,15,0
78,35,0
56,8,0
1,18,0
49,20,0
85,92,0
46,80,1
37,29,1
19,70,0
85,44,0
21,2,0
73,22,0
65,91,0
32,95,0
69,40,1
2,96,0
96,71,0
3,30,0
5,82,0
97,42,0
80,93,0
96,64,0
12,95,0
26,54,0
15,21,0
74,19,0
42,17,0
98,24,0
14,38,1
4,47,0
71,95,0
71,28,0
72,24,0
3,91,0
87,56,0
62,10,0
7,60,0
60,21,0
40,86,1
0,4,0
30,82,0
95,5,0
39,74,1
23,6,0
51,94,0
1,32,0
0,90,0
0,52,0
58,34,0
79,90,0
97,12,0
77,53,0
25,94,0
42,13,0
30,90,0
8,34,0
25,72,0
14,61,0
52,31,0
28,88,0
43,13,0
29,55,1
82,7,0
47,44,1
56,28,0
59,57,1
18,51,0
34,10,0
24,98,0
40,82,1
46,66,1
75,5,0
91,54,0
50,12,0
63,59,1
31,75,0
79,70,0
66,31,0
0,38,0
6,8,0
64,56,1
8,56,0
18,34,0
33,88,0
99,8,0
89,44,0
93,17,0
62,34,0
40,17,0
18,39,0
97,87,0
89,20,0
35,3,0
32,73,0
6,30,0
56,40,1
8,59,0
88,99,0
75,3,0
45,36,1
83,70,0
96,21,0
78,92,0
98,29,0
29,63,1
38,53,1
47,80,1
28,57,1
13,91,0
37,30,1
91,81,0
62,25,0
39,51,1
2,75,0
43,18,0
38,56,1
53,9,0
2,73,0
26,88,0
53,75,1
27,13,0
60,95,0
74,54,0
61,24,0
95,25,0
90,29,0
8,68,0
29,44,0
44,16,0
53,51,1
94,99,0
15,7,0
7,52,0
6,9,0
66,7,0
89,42,0
46,25,0
7,62,0
72,12,0
36,42,0
31,87,0
75,62,0
16,83,0
39,86,0
62,47,1
84,65,0
14,40,1
69,18,0
33,69,1
54,44,1
37,45,0
90,96,0
41,89,1
22,97,0
39,49,1
54,30,0
84,71,0
78,75,0
4,58,0
75,6,0
84,87,0
82,5,0
38,1,0
12,89,0
9,79,0
68,49,1
45,26,1
91,59,0
48,14,0
25,63,0
50,76,1
66,55,1
83,43,0
35,14,0
62,97,0
43,56,1
93,97,0
14,15,0
